column0,column1,column2
Dr. Mody Hospital,"Address: Near Moti Tank, Rajkot, Gujarat, 360001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Mukund G.Shah,"Address: Palace Plaza, Lalbaug Road, Vadodara, Gujarat, 390009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Munshi Hospital,"Address: Girdhar Nivas, Opp Usha Kiran, Near Bank Of India, Raopura, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. N. M. Lakhani S Hospital,"Address: Railway Station Road, Junagadh, Gujarat, 362001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. N.R. Deshpande Maternity and Surgical Nursing Home,"Address: City Plaza Samadevi Galli, Belagavi, Karnataka, 590001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Nagi Clinic,"Address: Gali Darzian Wali, Ambala, Ambala, Haryana, 134001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Nalini Maternity Home,"Address: Rabariwad, Nadiad, Kheda, Gujarat, 387001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Narender Aggarwal,"Address: Sector-23 Market, N.I.T, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Navadgi Nursing Home,"Address: Dr Navadagi Nursing Home Near Bus Stand Savandatti, Belagavi, Karnataka, 591126","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Navnit V. Patel,"Address: 201-B, Pratham Mangal Complex, Opposite S.T Bus Stop, Ahmedabad, Gujarat, 380007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Nayyar`S Hospital,"Address: Plot No 2-A, Fruit Garden Nh-5, N.I.T (Behing Greeen Automobile S Station, Railway Road, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Neelam Jha Jamwal,"Address: Kashipur, Ward No.-4, Samastipur, Bihar, 848101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Nirbhay Shah Joint Replacement Fellow,"Address: 5, Junction Plot Near Sub Post Office Rajkot, Rajkot, Gujarat, 360001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Nirmala Rai,"Address: Rajendra Nagar, Road No. 8, Patna, Bihar, 800016","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. O.P. Rakesh,"Address: 1-E/22, Market No.1 N.I.T, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Olavo Ribeiro Hospital,"Address: Near, Alankar Cinema, North Goa, Goa, 403507","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
"Dr. Om Parkash Goel Medicare, Karnal","Address: 6, Jain Market, Near Ram Lila Ground, Railway Road, Karnal, Haryana, 132001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. P. K. Aggrawal,"Address: 2029 Sector-3, H.B. Colony, Ballabgarh, Faridabad, Haryana, 121007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. P.R. Desai Hospital Pvt Ltd,"Address: 6/6 Kumarakrupa Road OppositeShivananda Circle, High Grounds, Bengaluru Urban, Karnataka, 560001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. P.T.Patel,"Address: H-2 Nilkanth Nagar, Mahesana, Gujarat, 384170","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Pant Eye Hospital,"Address: Behind Gunjan Cinema, Near Upsana Lions English School, G.I.Dc, Vapi, Valsad, Gujarat, 396195","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Parag Shah Eye Hospital,"Address: 6-27, Ground Floor, Vijay Complex, Near Vasna Bus Stop, Vasna Road, Ahmedabad, Gujarat, 380007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Paresh Bhatt,"Address: First Floor, Satyam Complex, Opposite Railway Station, Maninagar, Ahmedabad, Gujarat, 380008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Parulekars Eye- Site (Superspeciality Eye Hospital,"Address: House No. 179D, Alto- Dabolim, South Goa, Goa, 403711","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Patolia Surgical and Maternity Hospital,"Address: Opposite S.T. Depot, Amreli, Gujarat, 365601","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Pinnamaneni Siddhartha Institute of Medical Sciences Hospital/ Dr. Psims Hospital,"Address: Chinontapally, Gannavaram Mandal, Krishna rict, Krishna, Andhra Pradesh, 521286","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Prabhudayal Arya Hospital,"Address: Aligarh Road, Palwal, Palwal, Haryana, 121102","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Pradeep B. Patel,"Address: NA, Amreli, Gujarat, 365601","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Pradip Gandhi Eye Centre,"Address: 33, Plam Spring Complex, Nr. Collegian Restaurant, Ambawadi, Ahmedabad, Gujarat, 380006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Prakash Rastogi - Faridabad,"Address: Padav Mandi, Tigaon, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Praveen Eye Hospital and Research Centre,"Address: Under Railway Over Bridge, Hisar Road, Sirsa, Sirsa, Haryana, 125005","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Punyadhan J. Shah,"Address: Desai Sheri, Ghadiali Pole, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Puran Chand Memorial Dental and Eye Hospital,"Address: Work Shop Road, Near Bus Stand, Opp Petrol Pump, Yamunanagar, Haryana, 135002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. R L Hospital,"Address: NA, Raigarh, Chhattisgarh, 496001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. R. D. Ghodasara Hospital,"Address: Doctor House, College Road, Amreli, Gujarat, 365601","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. R. G. Rupala Ortho Hospital - Morbi,"Address: 16, Savsar Plot, Sanala Road, Opposite Jain Upashary, Rajkot, Gujarat, 363641","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. R.N Yadav Eye Care Centre,"Address: Main Madan Puri Road, Near Gali No 8, Gurgaon, Haryana, 122001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. R.N. Malik,"Address: 5-L/36, N.I.T, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. R.N. Thakur Memorial Clinic,"Address: M.I.T. Road, Bhrampura, Muzaffarpur, Bihar, 842003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rahul Mittal Memorial Hospital,"Address: Dr. Rahul Mittal Memorial Hospital, 316, Model Town, Panipat, Haryana, 132103","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rajdeeps Dental Clinic,"Address: H.No. 695, Sector 43-A, Chandigarh, Chandigarh, 160022","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rajehwari Kulkarni Surgical Hospital And Dia,"Address: Sector-1, B/15, Devendra Nagar, Raipur, Chhattisgarh, 492001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rajendra C. Patel Orthopaedic Nursing Home,"Address: 7, Rashmi Society, Mithakhali, Navrangpura, Ahmedabad, Gujarat, 380009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rajendra Kumar,"Address: Rehla, Palamau, Garhwa, Jharkhand, 822124","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rajiv C Shah,"Address: Manubai Towers, 1St Floor, Opposite Arts College Station Road, Sayajiogunj, Vadodara, Gujarat, 390021","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rajiv Thakores Hospital,"Address: Anand Park, Near Amrut Jyoti School, Ambawadi, Ahmedabad, Gujarat, 380006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rajive Ratna,"Address: 1H/ 57 B. P. Opposite Bus Stand N.I.T, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Ramalakshmi Nursing Home,"Address: No.17-433, Lakshmi Complex, Sundarayyar Street, Chittoor, Chittoor, Andhra Pradesh, 517001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Ramesh Cardiac and Multi Speciality Hospital Limited,"Address: Opposite Polytechnic Post Office Ring Road, Near I.T.I. College, Kaladarsini Road, Krishna, Andhra Pradesh, 520008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Ramesh R Virdia,"Address: Satyanarayan Road, Bhavnagar, Gujarat, 364001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Ramjass Hospital,"Address: Near Railway Station, Circular Road, Rewari, Haryana, 123401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rana Nursing Home,"Address: In Front Of Railway Station, Navsari, Gujarat, 396445","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Ravi Mohan Clinic and Nursing Home,"Address: 223, Subhash Nagar, Rohtak, Haryana, 124001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Ravi Vermas Hospital,"Address: Ent Hospital, Speech & Hearing Centre, Near Sewak Sabha Hospital, Opp Dhobhi Ghat, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Renu Chatterjee,"Address: Hospital Road, Sitamarhi, Bihar, 843302","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rupa Jain Eye Clinic,"Address: A/B, Productivity House, 1St Floor, Above Hdfc Bank, Productivity Road, Alkapuri, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Rupa Jha Clinic,"Address: Dr. Rupa Jha Clinic, Panchwati Colony, Boirdadar, Raigarh, Chhattisgarh, 496001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. S. K. Panduranga Rao Hospital,"Address: 3Rd Cross, Satyanarayana Pet, Ballari, Karnataka, 583101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. S. V. R. Hospital,"Address: 3/1471, Opposite Super Bazar Road, Gandhi Road, Y.S.R., Andhra Pradesh, 516360","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. S.K. Berera Clinic,"Address: C-321, Sushant Lok-I, Gurgaon, Haryana, 122002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. S.P.Yadav Hospital,"Address: Kanod Gate, Circular Road, Rewari, Haryana, 123401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sachdev Eye Hospital,"Address: 5&6Th Floor, Platinum Plaza, Near Pooja Abhishek, Parle Point, Surat, Gujarat, 395009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Saleems Iccu and Critical Care Nusing Home,"Address: Christian Colony Road, Raja Talab, Bilaspur, Chhattisgarh, 495001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sandeep Bhagwat Orthopedic Hospital,"Address: B-20, Ravi Nagar, Near Bus Stand, Pandri, Raipur, Chhattisgarh, 492001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sandeep Chaudhri,"Address: 368-B, Randhir Lane, Opposite Police Lines, Karnal, Haryana, 132001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sanghvi Maternity Home,"Address: Near Pranami Mandir, Lakhawad, Nadiad, Kheda, Gujarat, 387001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sanjeev Gupta,"Address: Nursing Home No 2 Opposite Sagar Cinema Sec 16, Faridabad, Haryana, 121003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sarna Nursing Home,"Address: C 160 Katora Talab Main Road, Sailendra Nagar, Raipur, Chhattisgarh, 492001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Saroj Jaiswal,"Address: Bettiah, West Champaran, Bihar, 845438","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sarojini Sinha Memorial Shiv-Shakti Hospital,"Address: East Boring Canal Road, Patna, Bihar, 800001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Satbir Dahiya Surgical Hospital,"Address: Kharkhoda, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Saurabh Shah Orthopaedic Hospital,"Address: 3B, Hasmukh Colony, Nr. Vijay Nagar Petrol Pump, Vijay Nagar Road, Naranpura, Ahmedabad, Gujarat, 380013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Schedev Eye Centre,"Address: Ahura Mazda, Op.Kailash Sweets, Timaliyawad, Surat, Gujarat, 395003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sejal Desai Eye Hospital,"Address: Ground Floor, Punjabhai Chambers, Opposite Vasna Bus Stop, Ahmedabad, Gujarat, 380007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Shailesh Shah Surgical Hospital and End. Clinic,"Address: 3 Vijay Tower, Opposite Abad Dairy, Kankaria, Ahmedabad, Gujarat, 380022","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Shakuntala Shah/ Dr. Viren Shah,"Address: 6. Laxminarayan Society Behind Bank Of Baroda Usamanpur, Ahmedabad, Gujarat, 380013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Sharan Goel,"Address: 2A/96, Nit, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Shreyas H. Shah,"Address: Near Maharani School, Opposite Sursagar, Ropura, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Dr. Shukla Shraddha Hospital,"Address: Nr. S.T. Stand Street Opposite Akshar Travel Lakeside, Jamnagar, Gujarat, 361005","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
